,kingdom,phylum,class,order,family,genus,species,query
111,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,Mesembryanthemum cordifolium,Aptenia cordifolia
112,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia canadensis,Aquilegia canadensis
113,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea,Arachis hypogaea
114,Plantae,Tracheophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,Araucaria heterophylla,Araucaria heterophylla
115,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia,Ardisia crenata,Ardisia crenata
116,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia,Ardisia escallonioides,Ardisia escallonioides
117,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Ariocarpus,Ariocarpus fissuratus,Ariocarpus fissuratus
118,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,Aristolochia arborea,Aristolochia arborea
119,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,Aristolochia grandiflora,Aristolochia grandiflora
120,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,Aristolochia elegans,Aristolochia littoralis
121,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus altilis,Artocarpus altilis
122,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias curassavica,Asclepias curvassivica
123,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus densiflorus,Asparagus densiflorus 
124,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus setaceus,Asparagus setaceus
125,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Aspidistra,Aspidistra elatior,Aspidistra elatior
126,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium daucifolium,Asplenium daucifolium
127,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium nidus,Asplenium nidus
128,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium rhizophyllum,Asplenium rhizophyllum
129,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Astroloba,Astroloba congesta,Astroloba deltoidea
130,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Astroloba,Astroloba spiralis,Astroloba pentagona
131,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum,Astrophytum myriostigma,Astrophytum myriostigma
132,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Astrophytum,Astrophytum ornatum,Astrophytum ornatum
133,Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Atrichum,Atrichum undulatum,Atrichum undulatum
134,Plantae,Tracheophyta,Magnoliopsida,Austrobaileyales,Austrobaileyaceae,Austrobaileya,Austrobaileya scandens,Austrobaileya scandans
