,kingdom,phylum,class,order,family,genus,species,query
103,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Bignonia,Bignonia capreolata,Bigonia capreolata
104,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Kigelia,Kigelia africana,Kigelia africana
105,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Kigelia,Kigelia africana,Kigelia pinnata
106,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Spathodea,Spathodea campanulata,Spathodea campanulata
107,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tabebuia,NA,Tabebuia 
108,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Adansonia,Adansonia digitata,Adansonai digitata
109,Plantae,Tracheophyta,Magnoliopsida,Ma,Malvaceae,Chorisia,NA,Chorisia 
110,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pseudobombax,Pseudobombax ellipticum,Pseudobombax ellipticum
111,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,Bourreria,Bourreria succulenta,Bourreria succulenta 
112,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,Varronia,Varronia globosa,Cordia globosa
113,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,Cordia,Cordia sebestena,Cordia sebastena 
114,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa,Brassica rapa
115,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,Lobularia maritima,Lobularia maritima
116,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Lutheria,Lutheria splendens,Vriesea  splendens
117,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Ananas,Ananas comosus,Ananas bracteatus
118,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Ananas,Ananas comosus,Ananas comosus
119,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Billbergia,Billbergia nutans,Billbergia nutan
120,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Catopsis,Catopsis berteroniana,Catopsis berteroniana 
121,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Nidularium,Nidularium innocentii,Nidularium innocentii
122,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Orthophytum,Orthophytum saxicola,Orthophytum saxicola  
123,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia bartramii,Tillandsia  bartramii
124,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia cyanea,Tillandsia  cyanea
125,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia ionantha,Tillandsia  ionantha
126,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia recurvata,Tillandsia  recurvata
127,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia setacea,Tillandsia  setacea
128,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia usneoides,Tillandsia  usneoides
129,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia aeranthos,Tillandsia aeranthus
130,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Bursera,Bursera simaruba,Bursera simarubra 
131,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Brighamia,Brighamia insignis,Brighania  insignis
132,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia cardinalis,Lobelia cardinalis
133,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,Canna flaccida,Canna flaccida
134,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis cyanophallophora,Capparis cyanophallophora 
135,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera sempervirens,Lonicera sempervirens
136,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum odoratissimum,Viburnum  odoratissiumum
137,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum obovatum,Viburnum  obovatum
138,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Gypsophila,NA,Gypsophila 
139,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum lissophloeus,Hypericum lissophloeus
140,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum myrtifolium,Hypericum myrtifolium
141,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Gloriosa,Gloriosa superba,Gloriosa superba
142,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Conocarpus,Conocarpus erectus,Conocarpus erectus
143,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Laguncularia,Laguncularia racemosa,Laguncularia racemosa
144,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Callisia,Callisia ornata,Callisia ornata
145,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Callisia,Callisia repens,Callisia repens 
146,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Dichorisandra,Dichorisandra thyrsiflora,Dichorisandra  thyrsiflora
147,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Dichorisandra,NA,Dichorisandra  penula
148,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia pallida,Setreasea purpurea
149,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia pallida,Tradescantia pallida
150,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia sillamontana,Tradescantia  sillamontana
151,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia zebrina,Tradescantia zebrina
152,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia ohiensis,Tradescantia ohiensis
153,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,Ipomoea batatas
154,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea pes-caprae,Ipomoea pes-caprae
155,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus florida,Cornus florida
156,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus foemina,Cornus foemina
157,Plantae,Tracheophyta,Liliopsida,Zingiberales,Costaceae,Costus,Costus vargasii,Costus vargasil
158,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe fedtschenkoi,Bryophyllum fedtschenkoi
159,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,Crassula perfoliata,Crassula falcata
160,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,Crassula sarmentosa,Crassula sarmentosa
161,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Echeveria,Echeveria cante,Echeveria cante
162,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe thyrsiflora,Kalanchoe thyrsiflora
163,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus virginiana,Juniperus virginiana
164,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus silicicola,Juniperus silicicola
165,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,Taxodium distichum,Taxodium distichum
166,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Asplundia,Asplundia schizotepala,Asplundia schizotepala
167,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Carludovica,Carludovica palmata,Carludavica palmata
168,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus papyrus,Cyperus  papyrus
169,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,Rhynchospora colorata,Rhynochospora colorata
170,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,NA,Dioscorea macrostachya
171,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Tacca,Tacca chantrieri,Tacca chantrieri
172,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,Drosera falconeri,Drosera falconeri
