"","kingdom","phylum","class","order","family","genus","species","kingdom_id","phylum_id","class_id","order_id","family_id","genus_id","species_id","query"
"142","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia milii","6","7707728","220","1414","4691","3063749","3067157","Euphorbia millii"
"143","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia neriifolia","6","7707728","220","1414","4691","3063749","3064865","Euphorbia neriifolia"
"144","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nyassae","6","7707728","220","1414","4691","3063749","3070224","Euphorbia nyassae"
"145","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia obesa","6","7707728","220","1414","4691","3063749","4930719","Euphorbia obesa"
"146","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia platyclada","6","7707728","220","1414","4691","3063749","3068268","Euphorbia platyclada"
"147","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia pulcherrima","6","7707728","220","1414","4691","3063749","3066465","Euphorbia pulcherrima"
"148","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia spiralis","6","7707728","220","1414","4691","3063749","3065802","Euphorbia spiralis"
"149","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia tirucalli","6","7707728","220","1414","4691","3063749","3069353","Euphorbia tirucalli"
"150","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA,"6","7707728","220","1414","4691",NA,NA,"Euphorbiaceae"
"151","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae",NA,NA,"6","7707728","220","1370","5386",NA,NA,"Fabaceae"
"152","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Faucaria",NA,"6","7707728","220","422","6752","7329198",NA,"Faucaria"
"153","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus deltoidea","6","7707728","220","691","6640","2984588","7262889","Ficus deltoidea"
"154","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus elastica","6","7707728","220","691","6640","2984588","7835333","Ficus elastica"
"155","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus pandurata","6","7707728","220","691","6640","2984588","8037208","Ficus pandurata"
"156","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Frailea","Frailea schilinzkyana","6","7707728","220","422","2519","7280879","7283861","Frailea concepcionensis"
"157","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Fuchsia","Fuchsia magellanica","6","7707728","220","690","2430","5938221","5938224","Fuchsia magellanica"
"158","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Gasteria",NA,"6","7707728","196","1169","4259209","2778529",NA,"Gasteria"
"159","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae",NA,NA,"6","7707728","220","624","4676",NA,NA,"Geraniaceae"
"160","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae",NA,NA,"6","7707728","220","408","6654",NA,NA,"Gesneriaceae"
