,kingdom,phylum,class,order,family,genus,species,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species_id,query
327,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana fucata,6,7707728,220,408,6689,2925302,2925328,Lantana fucata
328,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,6,7707728,220,408,6689,2925302,2925303,Lantana camara
329,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Rotheca,Rotheca myricoides,6,7707728,220,408,2497,7307127,7307157,Rotheca myricoides
330,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola banksii,6,7707728,220,1414,6631,2874237,5665311,Viola banksii
331,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola mandshurica,6,7707728,220,1414,6631,2874237,7296405,Viola mandshurica
332,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola tricolor,6,7707728,220,1414,6631,2874237,5331347,Viola tricolor
333,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,Alpinia nutans,6,7707728,196,627,4687,7906850,5301940,Alpinia nutans
334,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,6,7707728,196,627,4687,2758595,7883492,Hedychium coronarium
335,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cassia,NA,6,7707728,220,1370,5386,2963414,NA,Cassia
336,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea,Marsilea quadrifolia,6,7707728,7228684,7229405,2375,2650085,5274875,Marsilea quadrifolia
